concept_code,concept_name,stock_count,avg_rank,leader_code,leader_name,leader_rank,leader_gain_pct,median_code,median_name,median_rank,median_gain_pct,edge_code,edge_name,edge_rank,edge_gain_pct
886062.TI,多模态AI,9,212.33,688031.SH,星环科技,4,381.69,300448.SZ,浩云科技,252,85.59,300490.SZ,华自科技,233,88.15
886038.TI,超导概念,9,218.89,002149.SZ,西部材料,52,169.54,600869.SH,远东股份,225,89.44,600869.SH,远东股份,225,89.44
885878.TI,HJT电池,9,226.0,603778.SH,国晟科技,6,341.9,300842.SZ,帝科股份,231,88.54,300842.SZ,帝科股份,231,88.54
885986.TI,碳交易,9,232.89,688335.SH,复洁科技,61,161.6,300948.SZ,冠中生态,251,85.63,300490.SZ,华自科技,233,88.15
885914.TI,煤炭概念,9,238.44,001896.SZ,豫能控股,39,193.2,600403.SH,大有能源,221,90.46,000933.SZ,神火股份,212,93.59
886035.TI,毫米波雷达,8,117.0,300903.SZ,科翔股份,29,211.0,300814.SZ,中富电路,62,161.28,603186.SH,华正新材,258,84.43
885961.TI,净水概念,8,130.62,688480.SH,赛恩斯,59,163.72,000890.SZ,法尔胜,143,117.85,300490.SZ,华自科技,233,88.15
884065.TI,装饰园林,8,133.5,605289.SH,罗曼股份,33,205.5,605287.SH,德才股份,72,152.42,603316.SH,诚邦股份,330,75.41
885934.TI,元宇宙,8,139.88,000547.SZ,航天发展,10,307.88,002047.SZ,*ST宝鹰,153,112.35,300017.SZ,网宿科技,265,83.42
886054.TI,光刻机,8,184.25,688167.SH,炬光科技,80,147.74,300666.SZ,江丰电子,171,105.33,688127.SH,蓝特光学,279,82.17
885965.TI,中俄贸易概念,8,193.75,002792.SZ,通宇通讯,53,168.31,605196.SH,华通线缆,215,91.9,002350.SZ,北京科锐,205,94.93
884266.TI,军工电子Ⅲ,8,204.62,000547.SZ,航天发展,10,307.88,002519.SZ,银河电子,293,80.48,688011.SH,新光光电,222,90.13
885372.TI,页岩气,8,208.0,300164.SZ,通源石油,11,298.12,600871.SH,石化油服,271,82.93,600871.SH,石化油服,271,82.93
885969.TI,金属镍,8,224.88,000603.SZ,盛达资源,92,140.65,605376.SH,博迁新材,180,100.32,301265.SZ,华新环保,304,78.58
885480.TI,在线教育,8,226.0,300058.SZ,蓝色光标,71,152.94,300017.SZ,网宿科技,265,83.42,301248.SZ,杰创智能,261,83.83
885958.TI,硅能源,8,229.25,603778.SH,国晟科技,6,341.9,603938.SH,三孚股份,269,83.2,603938.SH,三孚股份,269,83.2
885915.TI,物业管理,8,237.12,688109.SH,品茗科技,41,192.22,000608.SZ,*ST阳光,311,77.13,000608.SZ,*ST阳光,311,77.13
886061.TI,长安汽车概念,8,252.5,002931.SZ,锋龙股份,3,391.21,002519.SZ,银河电子,293,80.48,002703.SZ,浙江世宝,230,88.68
886106.TI,2025三季报预增,8,258.62,300604.SZ,长川科技,123,127.79,002290.SZ,禾盛新材,302,78.86,000833.SZ,粤桂股份,245,86.56
884053.TI,铝,8,280.75,600219.SH,南山铝业,165,106.94,000807.SZ,云铝股份,280,81.82,000933.SZ,神火股份,212,93.59
885343.TI,稀土永磁,8,302.75,600549.SH,厦门钨业,119,129.1,000969.SZ,安泰科技,350,72.6,601600.SH,中国铝业,248,85.94
885834.TI,华为汽车,7,128.43,301005.SZ,超捷股份,20,243.66,600105.SH,永鼎股份,82,146.43,000981.SZ,山子高科,259,83.95
886043.TI,太赫兹,7,130.14,002413.SZ,雷科防务,38,194.92,300342.SZ,天银机电,96,138.06,600590.SH,泰豪科技,345,73.19
884262.TI,通信网络设备及器件,7,135.86,002796.SZ,世嘉科技,12,291.36,688387.SH,信科移动,78,148.57,300394.SZ,天孚通信,267,83.34
885996.TI,超超临界发电,7,147.0,001896.SZ,豫能控股,39,193.2,600875.SH,东方电气,128,124.54,300157.SZ,新锦动力,356,72.0
885355.TI,石墨烯,7,166.14,000510.SZ,新金路,17,257.62,002471.SZ,中超控股,159,109.35,002361.SZ,神剑股份,209,94.11
885398.TI,煤化工概念,7,189.71,600343.SH,航天动力,95,138.46,603698.SH,航天工程,170,105.79,600722.SH,金牛化工,234,87.93
885759.TI,人脸识别,7,190.29,300102.SZ,乾照光电,57,165.37,300044.SZ,ST赛为,237,87.8,300044.SZ,ST赛为,237,87.8
884092.TI,印制电路板,7,211.71,300903.SZ,科翔股份,29,211.0,603186.SH,华正新材,258,84.43,603186.SH,华正新材,258,84.43
886046.TI,MR(混合现实),7,215.43,000547.SZ,航天发展,10,307.88,002008.SZ,大族激光,194,96.95,301486.SZ,致尚科技,294,80.38
886059.TI,智能座舱,7,223.29,301308.SZ,江波龙,18,254.74,000988.SZ,华工科技,268,83.22,000988.SZ,华工科技,268,83.22
886052.TI,核污染防治,7,247.14,603308.SH,应流股份,116,130.56,300201.SZ,海伦哲,239,87.74,301148.SZ,嘉戎技术,210,93.92
885663.TI,证金持股,7,249.86,600219.SH,南山铝业,165,106.94,000338.SZ,潍柴动力,244,86.69,000973.SZ,佛塑科技,220,90.54
884290.TI,底盘与发动机系统,7,258.43,000559.SZ,万向钱潮,138,120.75,000338.SZ,潍柴动力,244,86.69,301550.SZ,斯菱智驱,216,90.79
886053.TI,BC电池,7,262.57,002506.SZ,协鑫集成,146,114.87,688516.SH,奥特维,264,83.57,002865.SZ,钧达股份,224,89.71
885706.TI,农机,7,266.43,605060.SH,联德股份,102,134.68,000988.SZ,华工科技,268,83.22,301550.SZ,斯菱智驱,216,90.79
885938.TI,换电概念,6,138.67,301005.SZ,超捷股份,20,243.66,300444.SZ,双杰电气,142,118.53,300490.SZ,华自科技,233,88.15
885418.TI,文化传媒概念,6,145.17,300300.SZ,海峡创新,58,164.08,000603.SZ,盛达资源,92,140.65,300959.SZ,线上线下,276,82.46
885760.TI,装配式建筑,6,153.33,002713.SZ,*ST东易,36,197.47,002047.SZ,*ST宝鹰,153,112.35,600629.SH,华建集团,381,69.08
884080.TI,能源及重型设备,6,167.33,600397.SH,江钨装备,63,158.46,603698.SH,航天工程,170,105.79,300480.SZ,光力科技,202,95.44
885868.TI,无线耳机,6,181.33,300136.SZ,信维通信,48,178.3,601231.SH,环旭电子,163,107.63,603986.SH,兆易创新,326,75.69
884186.TI,其他小金属,6,183.17,002149.SZ,西部材料,52,169.54,600301.SH,华锡有色,228,88.94,600301.SH,华锡有色,228,88.94
885940.TI,WiFi6,6,185.0,300136.SZ,信维通信,48,178.3,601231.SH,环旭电子,163,107.63,002429.SZ,兆驰股份,321,76.23
884086.TI,电气自控设备,6,189.0,601126.SH,四方股份,31,207.16,002546.SZ,新联电子,182,99.83,688330.SH,宏力达,343,73.24
885886.TI,超级电容,6,194.5,601179.SH,中国西电,28,212.08,002350.SZ,北京科锐,205,94.93,002350.SZ,北京科锐,205,94.93
885456.TI,互联网金融,6,196.17,002713.SZ,*ST东易,36,197.47,002756.SZ,永兴材料,217,90.63,002756.SZ,永兴材料,217,90.63
886060.TI,短剧游戏,6,196.67,300058.SZ,蓝色光标,71,152.94,300959.SZ,线上线下,276,82.46,300959.SZ,线上线下,276,82.46
884074.TI,其他通用设备,6,217.17,600343.SH,航天动力,95,138.46,300257.SZ,开山股份,236,87.85,300257.SZ,开山股份,236,87.85
884303.TI,光伏电池组件,6,223.0,603778.SH,国晟科技,6,341.9,600151.SH,航天机电,275,82.66,002865.SZ,钧达股份,224,89.71
885967.TI,化肥,6,224.17,000592.SZ,平潭发展,16,258.64,000792.SZ,盐湖股份,254,85.22,000833.SZ,粤桂股份,245,86.56
885522.TI,养老概念,6,224.83,002413.SZ,雷科防务,38,194.92,300520.SZ,科大国创,291,80.53,300044.SZ,ST赛为,237,87.8
885650.TI,碳纤维,6,225.83,600089.SH,特变电工,132,122.1,002361.SZ,神剑股份,209,94.11,002361.SZ,神剑股份,209,94.11
885864.TI,光刻胶,6,227.83,688125.SH,安达智能,2,428.14,601208.SH,东材科技,301,79.0,002455.SZ,百川股份,260,83.9
885742.TI,摘帽,6,228.5,300300.SZ,海峡创新,58,164.08,688282.SH,理工导航,285,81.3,000506.SZ,招金黄金,262,83.77
885922.TI,盐湖提锂,6,236.67,300774.SZ,倍杰特,85,146.16,000792.SZ,盐湖股份,254,85.22,300055.SZ,万邦达,235,87.93
885502.TI,冷链物流,6,244.67,002639.SZ,雪人集团,184,99.63,603813.SH,*ST原尚,255,84.97,300257.SZ,开山股份,236,87.85
886036.TI,时空大数据,6,273.17,300456.SZ,赛微电子,160,109.26,301218.SZ,华是科技,274,82.72,300044.SZ,ST赛为,237,87.8
886071.TI,AI PC,5,92.4,688031.SH,星环科技,4,381.69,688525.SH,佰维存储,27,216.69,001389.SZ,广合科技,379,69.17
886064.TI,小米汽车,5,104.0,301308.SZ,江波龙,18,254.74,600487.SH,亨通光电,114,130.91,002703.SZ,浙江世宝,230,88.68
885894.TI,海南自贸区,5,145.0,600759.SH,洲际油气,15,264.91,688676.SH,金盘科技,192,97.53,002865.SZ,钧达股份,224,89.71
884084.TI,环保设备Ⅲ,5,154.4,688335.SH,复洁科技,61,161.6,000890.SZ,法尔胜,143,117.85,300137.SZ,先河环保,314,76.98
884310.TI,电池化学品,5,158.2,301292.SZ,海科新源,60,162.11,002759.SZ,天际股份,176,102.56,300390.SZ,天华新能,203,95.2
884180.TI,航天装备,5,158.8,688523.SH,航天环宇,32,206.5,600118.SH,中国卫星,69,153.5,688282.SH,理工导航,285,81.3
884263.TI,通信线缆及配套,5,167.4,600105.SH,永鼎股份,82,146.43,600487.SH,亨通光电,114,130.91,600522.SH,中天科技,364,71.28
884229.TI,半导体设备,5,168.0,603061.SH,金海通,65,156.45,688072.SH,拓荆科技,152,112.8,301629.SZ,矽电股份,312,77.05
885854.TI,垃圾分类,5,179.0,301468.SZ,博盈特焊,70,153.24,603588.SH,高能环境,177,102.02,300490.SZ,华自科技,233,88.15
885998.TI,F5G概念,5,180.6,002792.SZ,通宇通讯,53,168.31,600498.SH,烽火通信,147,114.61,000988.SZ,华工科技,268,83.22
884016.TI,油气开采,5,191.2,600759.SH,洲际油气,15,264.91,603619.SH,中曼石油,134,121.88,300483.SZ,首华燃气,355,72.07
885963.TI,智慧灯杆,5,193.6,605289.SH,罗曼股份,33,205.5,301248.SZ,杰创智能,261,83.83,301248.SZ,杰创智能,261,83.83
885865.TI,金属钴,5,197.8,000657.SZ,中钨高新,21,236.83,000426.SZ,兴业银锡,161,108.92,301265.SZ,华新环保,304,78.58
885842.TI,数字乡村,5,198.4,002792.SZ,通宇通讯,53,168.31,688158.SH,优刻得,240,87.44,688158.SH,优刻得,240,87.44
886095.TI,IP经济(谷子经济),5,203.2,605289.SH,罗曼股份,33,205.5,600693.SH,东百集团,197,96.64,000620.SZ,盈新发展,300,79.04
886048.TI,英伟达概念,5,204.0,603629.SH,利通电子,75,150.28,688661.SH,和林微纳,149,114.18,300394.SZ,天孚通信,267,83.34
886049.TI,空间计算,5,212.0,605289.SH,罗曼股份,33,205.5,301218.SZ,华是科技,274,82.72,301218.SZ,华是科技,274,82.72
884034.TI,其他化学制品,5,214.6,300437.SZ,清水源,174,103.14,301373.SZ,凌玮科技,200,96.07,688625.SH,呈和科技,250,85.77
885439.TI,土地流转,5,238.2,600759.SH,洲际油气,15,264.91,300189.SZ,神农种业,273,82.75,000833.SZ,粤桂股份,245,86.56
884181.TI,航空装备,5,251.8,300900.SZ,广联航空,148,114.42,688239.SH,航宇科技,208,94.11,600391.SH,航发科技,206,94.48
885692.TI,地下管网,5,253.8,002478.SZ,常宝股份,118,129.81,603843.SH,*ST正平,290,80.67,603843.SH,*ST正平,290,80.67
886102.TI,中国AI 50,5,266.2,688676.SH,金盘科技,192,97.53,688158.SH,优刻得,240,87.44,300442.SZ,润泽科技,229,88.85
885812.TI,农业种植,5,270.4,002772.SZ,众兴菌业,127,124.74,300189.SZ,神农种业,273,82.75,000833.SZ,粤桂股份,245,86.56
886008.TI,减速器,5,276.6,002008.SZ,大族激光,194,96.95,000981.SZ,山子高科,259,83.95,301550.SZ,斯菱智驱,216,90.79
885472.TI,上海自贸区,5,277.6,601872.SH,招商轮船,204,95.04,600151.SH,航天机电,275,82.66,601872.SH,招商轮船,204,95.04
884225.TI,其他电源设备Ⅲ,5,294.2,600875.SH,东方电气,128,124.54,300593.SZ,新雷能,359,71.78,300490.SZ,华自科技,233,88.15
885923.TI,鸿蒙概念,5,301.8,688191.SH,智洋创新,175,102.72,002429.SZ,兆驰股份,321,76.23,300448.SZ,浩云科技,252,85.59
885620.TI,参股券商,5,330.6,600362.SH,江西铜业,270,83.19,600108.SH,亚盛集团,317,76.3,600362.SH,江西铜业,270,83.19
884282.TI,钨,4,45.75,002842.SZ,翔鹭钨业,19,253.46,002378.SZ,章源钨业,24,232.91,600549.SH,厦门钨业,119,129.1
885540.TI,三胎概念,4,110.5,300658.SZ,延江股份,14,270.41,002348.SZ,高乐股份,141,119.08,301075.SZ,多瑞医药,166,106.81
884082.TI,其他专用设备,4,117.5,301338.SZ,凯格精机,35,199.29,688627.SH,精智达,108,132.57,001400.SZ,江顺科技,257,84.75
886015.TI,创新药,4,128.5,000534.SZ,万泽股份,46,181.22,301075.SZ,多瑞医药,166,106.81,002082.SZ,万邦德,223,90.02
886003.TI,钒电池,4,129.0,603067.SH,振华股份,66,156.25,002506.SZ,协鑫集成,146,114.87,002169.SZ,智光电气,162,108.4
884071.TI,磨具磨料,4,135.0,688028.SH,沃尔德,26,219.63,600172.SH,黄河旋风,198,96.57,300606.SZ,金太阳,243,87.28
884090.TI,分立器件,4,138.5,688498.SH,源杰科技,74,150.55,688048.SH,长光华芯,117,130.41,688172.SH,燕东微,283,81.48
884185.TI,贵金属Ⅲ,4,141.0,300139.SZ,晓程科技,51,170.57,001337.SZ,四川黄金,151,112.82,000506.SZ,招金黄金,262,83.77
885774.TI,无线充电,4,150.75,300136.SZ,信维通信,48,178.3,002885.SZ,京泉华,155,111.59,000969.SZ,安泰科技,350,72.6
884193.TI,其他电子Ⅲ,4,151.0,300475.SZ,香农芯创,37,195.12,002885.SZ,京泉华,155,111.59,300516.SZ,久之洋,322,76.11
885937.TI,培育钻石,4,163.75,688028.SH,沃尔德,26,219.63,600172.SH,黄河旋风,198,96.57,603389.SH,*ST亚振,358,71.79
884091.TI,半导体材料,4,166.0,688233.SH,神工股份,86,145.82,300666.SZ,江丰电子,171,105.33,688530.SH,欧莱新材,253,85.52
884270.TI,综合环境治理,4,168.25,688480.SH,赛恩斯,59,163.72,688485.SH,九州一轨,226,89.43,688485.SH,九州一轨,226,89.43
885551.TI,氟化工概念,4,171.0,002083.SZ,孚日股份,121,128.11,300617.SZ,安靠智电,186,98.85,002440.SZ,闰土股份,201,95.51
886066.TI,飞行汽车(eVTOL),4,178.5,301005.SZ,超捷股份,20,243.66,688433.SH,华曙高科,196,96.82,000969.SZ,安泰科技,350,72.6
885944.TI,动力电池回收,4,184.25,002353.SZ,杰瑞股份,76,149.74,002455.SZ,百川股份,260,83.9,002455.SZ,百川股份,260,83.9
886010.TI,空气能热泵,4,198.0,920088.BJ,科力股份,144,116.77,002639.SZ,雪人集团,184,99.63,301317.SZ,鑫磊股份,318,76.3
884018.TI,油服工程,4,199.5,300164.SZ,通源石油,11,298.12,600871.SH,石化油服,271,82.93,600871.SH,石化油服,271,82.93
886020.TI,PET铜箔,4,206.0,603618.SH,杭电股份,45,181.69,688530.SH,欧莱新材,253,85.52,600869.SH,远东股份,225,89.44
885586.TI,职业教育,4,210.5,001203.SZ,大中矿业,30,210.75,605056.SH,咸亨国际,349,72.67,605056.SH,咸亨国际,349,72.67
886091.TI,华为手机,4,213.25,301338.SZ,凯格精机,35,199.29,301526.SZ,国际复材,289,80.78,301526.SZ,国际复材,289,80.78
886090.TI,智谱AI,4,217.5,300058.SZ,蓝色光标,71,152.94,301248.SZ,杰创智能,261,83.83,688158.SH,优刻得,240,87.44
886031.TI,ChatGPT概念,4,220.5,300058.SZ,蓝色光标,71,152.94,300520.SZ,科大国创,291,80.53,300520.SZ,科大国创,291,80.53
885661.TI,医药电商,4,224.5,603301.SH,振德医疗,40,192.49,300626.SZ,华瑞股份,297,79.98,002082.SZ,万邦德,223,90.02
885883.TI,医疗废物处理,4,224.75,300385.SZ,雪浪环境,87,145.25,300055.SZ,万邦达,235,87.93,300055.SZ,万邦达,235,87.93
884202.TI,住宅开发,4,233.0,002208.SZ,合肥城建,104,134.42,000620.SZ,盈新发展,300,79.04,000620.SZ,盈新发展,300,79.04
885386.TI,建筑节能,4,240.25,603601.SH,再升科技,139,119.54,300948.SZ,冠中生态,251,85.63,300948.SZ,冠中生态,251,85.63
885874.TI,云游戏,4,245.0,300857.SZ,协创数据,140,119.24,300846.SZ,首都在线,298,79.69,688158.SH,优刻得,240,87.44
885795.TI,国产航母,4,245.5,600118.SH,中国卫星,69,153.5,600590.SH,泰豪科技,345,73.19,600391.SH,航发科技,206,94.48
885428.TI,特钢概念,4,248.75,002478.SZ,常宝股份,118,129.81,603667.SH,五洲新春,328,75.6,002756.SZ,永兴材料,217,90.63
884054.TI,铜,4,288.75,601212.SH,白银有色,124,127.52,000630.SZ,铜陵有色,377,69.7,600362.SH,江西铜业,270,83.19
885750.TI,特色小镇,4,303.75,000792.SZ,盐湖股份,254,85.22,603316.SH,诚邦股份,330,75.41,000792.SZ,盐湖股份,254,85.22
884304.TI,逆变器,4,322.75,688390.SH,固德威,272,82.81,605117.SH,德业股份,339,73.47,688390.SH,固德威,272,82.81
885876.TI,网红经济,3,68.33,002718.SZ,友邦吊顶,25,221.35,300058.SZ,蓝色光标,71,152.94,002853.SZ,皮阿诺,109,132.54
884299.TI,定制家居,3,70.0,300749.SZ,顶固集创,13,290.62,603216.SH,梦天家居,88,143.77,002853.SZ,皮阿诺,109,132.54
885982.TI,华为欧拉,3,95.0,000547.SZ,航天发展,10,307.88,688227.SH,品高股份,97,136.33,688258.SH,卓易信息,178,101.22
884062.TI,其他建材,3,101.0,002718.SZ,友邦吊顶,25,221.35,300986.SZ,志特新材,122,128.02,605318.SH,法狮龙,156,111.35
884068.TI,专业工程,3,107.33,603929.SH,亚翔集成,22,234.96,603163.SH,圣晖集成,107,132.9,605598.SH,上海港湾,193,97.02
884236.TI,包装,3,116.67,002969.SZ,嘉美包装,1,567.14,003018.SZ,金富科技,164,107.29,002565.SZ,顺灏股份,185,99.45
886011.TI,光热发电,3,130.67,002478.SZ,常宝股份,118,129.81,600875.SH,东方电气,128,124.54,002506.SZ,协鑫集成,146,114.87
886030.TI,成飞概念,3,156.67,300265.SZ,通光线缆,133,122.05,300900.SZ,广联航空,148,114.42,301286.SZ,侨源股份,189,98.1
884242.TI,医疗耗材,3,159.67,603301.SH,振德医疗,40,192.49,301093.SZ,华兰股份,79,148.43,301580.SZ,爱迪特,360,71.61
885888.TI,C2M概念,3,166.67,301362.SZ,民爆光电,81,147.4,002853.SZ,皮阿诺,109,132.54,002571.SZ,德力股份,310,77.14
885849.TI,黑龙江自贸区,3,169.0,000711.SZ,ST京蓝,137,120.88,300900.SZ,广联航空,148,114.42,688011.SH,新光光电,222,90.13
885771.TI,智能音箱,3,169.67,300136.SZ,信维通信,48,178.3,300857.SZ,协创数据,140,119.24,002429.SZ,兆驰股份,321,76.23
884286.TI,锂,3,172.67,002667.SZ,威领股份,129,123.82,002240.SZ,盛新锂能,172,104.7,002756.SZ,永兴材料,217,90.63
884055.TI,铅锌,3,173.33,000603.SZ,盛达资源,92,140.65,000688.SZ,国城矿业,120,128.24,000751.SZ,锌业股份,308,77.72
884056.TI,其他金属新材料,3,177.0,688102.SH,斯瑞新材,55,166.77,920576.BJ,天力复合,126,125.71,000969.SZ,安泰科技,350,72.6
885882.TI,消毒剂,3,177.33,002636.SZ,金安国纪,157,111.34,300437.SZ,清水源,174,103.14,002440.SZ,闰土股份,201,95.51
884095.TI,LED,3,178.33,300102.SZ,乾照光电,57,165.37,301362.SZ,民爆光电,81,147.4,001326.SZ,联域股份,397,67.26
885505.TI,生态农业,3,179.67,301362.SZ,民爆光电,81,147.4,002565.SZ,顺灏股份,185,99.45,300189.SZ,神农种业,273,82.75
885652.TI,钛白粉概念,3,181.33,603067.SH,振华股份,66,156.25,000688.SZ,国城矿业,120,128.24,603389.SH,*ST亚振,358,71.79
884269.TI,固废治理,3,182.67,688679.SH,通源环境,67,155.84,603588.SH,高能环境,177,102.02,301265.SZ,华新环保,304,78.58
884292.TI,其他汽车零部件,3,184.33,301005.SZ,超捷股份,20,243.66,300816.SZ,艾可蓝,218,90.62,300816.SZ,艾可蓝,218,90.62
884213.TI,膜材料,3,211.33,300806.SZ,斯迪克,113,131.21,000973.SZ,佛塑科技,220,90.54,000973.SZ,佛塑科技,220,90.54
885950.TI,虚拟数字人,3,211.33,300058.SZ,蓝色光标,71,152.94,300017.SZ,网宿科技,265,83.42,300017.SZ,网宿科技,265,83.42
885918.TI,快手概念,3,215.0,300058.SZ,蓝色光标,71,152.94,300959.SZ,线上线下,276,82.46,300959.SZ,线上线下,276,82.46
886098.TI,小红书概念,3,215.0,300058.SZ,蓝色光标,71,152.94,300959.SZ,线上线下,276,82.46,300959.SZ,线上线下,276,82.46
884231.TI,电子化学品Ⅲ,3,217.0,688548.SH,广钢气体,101,135.12,603256.SH,宏和科技,179,100.76,688545.SH,兴福电子,371,70.55
885615.TI,体育产业,3,219.0,300819.SZ,聚杰微纤,173,104.48,002639.SZ,雪人集团,184,99.63,000620.SZ,盈新发展,300,79.04
885733.TI,航运概念,3,220.67,601872.SH,招商轮船,204,95.04,000973.SZ,佛塑科技,220,90.54,601872.SH,招商轮船,204,95.04
884295.TI,垂直应用软件,3,228.67,688109.SH,品茗科技,41,192.22,300520.SZ,科大国创,291,80.53,300520.SZ,科大国创,291,80.53
885603.TI,网络游戏,3,229.0,300857.SZ,协创数据,140,119.24,300044.SZ,ST赛为,237,87.8,300044.SZ,ST赛为,237,87.8
884096.TI,光学元件,3,238.33,688195.SH,腾景科技,103,134.42,688127.SH,蓝特光学,279,82.17,688127.SH,蓝特光学,279,82.17
885748.TI,可燃冰,3,239.33,300191.SZ,潜能恒信,91,141.68,600871.SH,石化油服,271,82.93,600871.SH,石化油服,271,82.93
884031.TI,钾肥,3,239.67,002545.SZ,东方铁塔,130,123.33,000792.SZ,盐湖股份,254,85.22,000792.SZ,盐湖股份,254,85.22
885555.TI,PM2.5,3,258.67,603601.SH,再升科技,139,119.54,300137.SZ,先河环保,314,76.98,300137.SZ,先河环保,314,76.98
884059.TI,玻璃玻纤,3,264.67,603601.SH,再升科技,139,119.54,301526.SZ,国际复材,289,80.78,301526.SZ,国际复材,289,80.78
884315.TI,通信应用增值服务,3,267.67,300442.SZ,润泽科技,229,88.85,300959.SZ,线上线下,276,82.46,300442.SZ,润泽科技,229,88.85
884003.TI,其他种植业,3,278.0,002772.SZ,众兴菌业,127,124.74,600108.SH,亚盛集团,317,76.3,600108.SH,亚盛集团,317,76.3
